School,white,black,hispanic,asian,aian,nhpi,tom,ntr,unk,men,women,highest_degree,ownership,over_25,admissions_rate,sat_mid_reading,sat_mid_math,sat_mid_overall,region,avg_cost_public,avg_cost_private,faculy_salary,ft_faculty_rate,federal_loan_rate,grad_students,undergrads_non_degree_seeking,booksupply_cost,test_requirements,ten_yrs_after_entry_earnings,completion_rate,region_name
Kettering University,0.7629,0.0199,0.0493,0.055,0.0023,0.0,0.0363,0.038,0.0363,0.7901,0.2099,4,2,0.0339,0.7299,620.0,655.0,1278.0,3,,37518.0,8658.0,1.0,0.5676,422.0,36.0,1100.0,1.0,47975.5,0.5845,Great Lakes
Gogebic Community College,0.8909999999999999,0.0209,0.0224,0.0045,0.0224,0.0,0.0299,0.0,0.009000000000000001,0.4328,0.5672,2,1,0.1905,,,,,3,7942.0,,7128.0,0.9706,0.252,,275.0,1000.0,,36066.0,0.5845,Great Lakes
Grace Christian University,0.5464,0.2197,0.0874,0.012,0.0055,0.0011,0.0295,0.0,0.0984,0.4492,0.5508,4,2,0.5,1.0,,,,3,,12679.0,4473.0,1.0,0.7568,37.0,145.0,600.0,2.0,47975.5,0.5845,Great Lakes
Cornerstone University,0.7625,0.0965,0.0528,0.0208,0.0028,0.0014,0.0188,0.0444,0.0,0.3653,0.6347,4,2,0.2374,0.7757,540.0,530.0,1085.0,3,,20740.0,6154.0,1.0,0.7247,494.0,64.0,800.0,1.0,47975.5,0.5845,Great Lakes
Grand Rapids Community College,0.6071,0.0913,0.1557,0.0394,0.0045,0.0005,0.033,0.0049,0.0635,0.4719,0.5281,2,1,0.2726,,,,,3,8684.0,,8796.0,0.3227,0.2034,,1741.0,873.0,,36066.0,0.5845,Great Lakes
Grand Valley State University,0.8174,0.0436,0.0594,0.0241,0.0032,0.0006,0.0378,0.0112,0.0028,0.4022,0.5978,4,1,0.0683,0.8302,580.0,570.0,1161.0,3,17646.0,,9206.0,0.6622,0.579,2921.0,93.0,740.0,1.0,47975.5,0.5845,Great Lakes
Great Lakes Christian College,0.6667,0.2339,0.0117,0.0234,0.0117,0.0,0.0234,0.0292,0.0,0.4971,0.5029,3,2,0.1637,,,,,3,,14571.0,3535.0,1.0,0.6093,,,1000.0,,47975.5,0.5845,Great Lakes
Henry Ford College,0.5595,0.1877,0.0171,0.0223,0.0038,0.0011,0.0445,0.0239,0.1401,0.4412,0.5588,3,1,0.2826,,,,,3,3182.0,,10451.0,1.0,0.2183,,2102.0,1560.0,,36066.0,0.5845,Great Lakes
Jacksonville College-Main Campus,0.2791,0.2209,0.376,0.0078,0.0039,0.0,0.0388,0.0465,0.0271,0.4496,0.5504,2,2,0.0987,,,,,6,,10546.0,3642.0,0.3556,0.0489,,218.0,1000.0,,36066.0,0.5845,Southwest
Kalamazoo College,0.5573,0.0735,0.1542,0.0696,0.0016,0.0008,0.0498,0.0688,0.0245,0.4427,0.5573,3,2,0.0039,0.7595,640.0,630.0,1284.0,3,,22808.0,8120.0,0.8170000000000001,0.5085,,21.0,825.0,5.0,47975.5,0.5845,Great Lakes
Kalamazoo Valley Community College,0.6915,0.124,0.0737,0.0197,0.0093,0.0009,0.0504,0.0107,0.0197,0.4691,0.5309,2,1,0.2672,,,,,3,4802.0,,9889.0,0.2039,0.2125,,1422.0,1800.0,,36066.0,0.5845,Great Lakes
Kellogg Community College,0.6918,0.0921,0.0546,0.0309,0.0076,0.0016,0.0539,0.0069,0.0606,0.3136,0.6864,2,1,0.3213,,,,,3,8020.0,,9398.0,0.9889,0.314,,1053.0,2070.0,,36066.0,0.5845,Great Lakes
Kirtland Community College,0.9127,0.0151,0.0241,0.01,0.012,0.001,0.012,0.0,0.0131,0.3544,0.6456,2,1,0.387,,,,,3,4947.0,,5396.0,0.5098,0.2438,,464.0,1500.0,,36066.0,0.5845,Great Lakes
Michigan College of Beauty-Monroe,0.7755,0.0918,0.051,0.0204,0.0,0.0102,0.0408,0.0,0.0102,0.0102,0.9898,1,3,0.2143,,,,,3,,10526.0,,,0.5833,,,,,27754.0,0.5845,Great Lakes
Lake Michigan College,0.6539,0.1419,0.1241,0.0141,0.0,0.0,0.0378,0.0,0.0282,0.3896,0.6104,3,1,0.2657,,,,,3,9447.0,,7720.0,1.0,0.2591,,612.0,1800.0,,36066.0,0.5845,Great Lakes
Lake Superior State University,0.7998,0.0132,0.0219,0.0092,0.08800000000000001,0.0006,0.0,0.0397,0.0276,0.4701,0.5299,3,1,0.1164,0.5723,540.0,530.0,1080.0,3,12398.0,,6428.0,0.9279,0.5479999999999999,,246.0,1200.0,1.0,47975.5,0.5845,Great Lakes
Lansing Community College,0.6766,0.0986,0.0891,0.0351,0.0048,0.0019,0.0425,0.0136,0.0376,0.4666,0.5334,2,1,0.2741,,,,,3,4828.0,,8346.0,0.1486,0.20800000000000002,,1394.0,600.0,,36066.0,0.5845,Great Lakes
Lawrence Technological University,0.6821,0.0855,0.0299,0.0335,0.001,0.0,0.0206,0.1077,0.0397,0.7197,0.2803,4,2,0.11699999999999999,0.7927,565.0,580.0,1157.0,3,,32721.0,7942.0,0.3706,0.4724,712.0,195.0,1536.0,1.0,47975.5,0.5845,Great Lakes
M J Murphy Beauty College of Mount Pleasant,0.9444,0.0,0.0,0.0278,0.0,0.0278,0.0,0.0,0.0,0.0833,0.9167,1,3,0.3056,,,,,3,,10309.0,,,0.875,,,,,27754.0,0.5845,Great Lakes
Macomb Community College,0.6987,0.1109,0.0354,0.0555,0.0036,0.0013,0.0295,0.0055,0.0596,0.4622,0.5378,2,1,0.2836,,,,,3,8724.0,,9243.0,0.2552,0.0908,,1715.0,1722.0,,36066.0,0.5845,Great Lakes
Madonna University,0.6044,0.105,0.0465,0.0256,0.0017,0.0017,0.0307,0.1391,0.0452,0.3218,0.6782,4,2,0.2859,0.746,520.0,510.0,1042.0,3,,17574.0,7278.0,0.2813,0.5025,551.0,98.0,1360.0,1.0,47975.5,0.5845,Great Lakes
Rochester University,0.6994,0.1976,0.0189,0.0118,0.0047,0.0,0.026000000000000002,0.0284,0.013000000000000001,0.3621,0.6379,4,2,0.2644,1.0,490.0,480.0,980.0,3,,17029.0,6043.0,0.5738,0.6143,43.0,199.0,1776.0,1.0,47975.5,0.5845,Great Lakes
University of Michigan-Ann Arbor,0.5670000000000001,0.04,0.0689,0.156,0.0012,0.0004,0.0474,0.07400000000000001,0.0451,0.5004,0.4996,4,1,0.017,0.2291,700.0,735.0,1448.0,3,15336.0,,11801.0,0.8276,0.2866,16824.0,220.0,1048.0,1.0,47975.5,0.5845,Great Lakes
The Michigan Barber School,0.0468,0.8713,0.0526,0.0058,0.0,0.0,0.0117,0.0,0.0117,0.8187,0.1813,1,2,0.6433,,,,,3,,7888.0,,,0.0,,,,,27754.0,0.5845,Great Lakes
Michigan State University,0.6797,0.0745,0.0514,0.0607,0.0018,0.0007,0.0334,0.0887,0.0092,0.4939,0.5061,4,1,0.0247,0.7112,600.0,610.0,1223.0,3,19173.0,,11932.0,0.8893,0.4203,10633.0,226.0,1108.0,1.0,47975.5,0.5845,Great Lakes
Michigan Technological University,0.8802,0.0099,0.0213,0.0164,0.003,0.0004,0.0386,0.016,0.0143,0.7157,0.2843,4,1,0.0414,0.7431,630.0,640.0,1280.0,3,16463.0,,10541.0,0.9132,0.5373,1277.0,72.0,1200.0,1.0,47975.5,0.5845,Great Lakes
University of Michigan-Dearborn,0.6797,0.0841,0.0612,0.0877,0.0025,0.0012,0.038,0.0229,0.0226,0.5418,0.4582,4,1,0.1852,0.6196,590.0,595.0,1196.0,3,11473.0,,10485.0,0.6758,0.6441,2281.0,182.0,1300.0,1.0,47975.5,0.5845,Great Lakes
University of Michigan-Flint,0.6959,0.1307,0.0564,0.0199,0.006999999999999999,0.001,0.0355,0.0269,0.0267,0.3706,0.6294,4,1,0.2965,0.6596,560.0,535.0,1104.0,3,12734.0,,9114.0,0.5611,0.4947,1435.0,735.0,1000.0,1.0,47975.5,0.5845,Great Lakes
Mid Michigan College,0.794,0.0524,0.0508,0.0027,0.0113,0.0016,0.0426,0.027000000000000003,0.0176,0.3917,0.6083,2,1,0.1621,,,,,3,8199.0,,7931.0,1.0,0.2816,,1168.0,1170.0,,36066.0,0.5845,Great Lakes
Monroe County Community College,0.8513,0.0365,0.0413,0.0075,0.0032,0.0005,0.0129,0.0016,0.0451,0.4273,0.5727,2,1,0.2309,,,,,3,4006.0,,9499.0,0.271,0.1832,,735.0,936.0,,36066.0,0.5845,Great Lakes
Montcalm Community College,0.7203,0.0009,0.0035,0.0009,0.0061,0.0009,0.0173,0.0017,0.2485,0.3905,0.6095,2,1,0.2995,,,,,3,6264.0,,8294.0,0.2818,0.2058,,374.0,1200.0,,36066.0,0.5845,Great Lakes
Muskegon Community College,0.7509,0.0851,0.0709,0.0098,0.0071,0.0006,0.0372,0.0052,0.0332,0.4398,0.5602,2,1,0.2343,,,,,3,5811.0,,10412.0,1.0,0.0964,,743.0,1100.0,,36066.0,0.5845,Great Lakes
North Central Michigan College,0.8269,0.0126,0.0305,0.0099,0.0484,0.0036,0.0529,0.0036,0.0117,0.33899999999999997,0.6609999999999999,2,1,0.3057,,,,,3,3180.0,,9372.0,1.0,0.1146,,1054.0,1390.0,,36066.0,0.5845,Great Lakes
Northern Michigan University,0.8524,0.0184,0.0407,0.006999999999999999,0.011000000000000001,0.0006,0.0488,0.012,0.0092,0.4464,0.5536,4,1,0.1328,0.6559,545.0,535.0,1096.0,3,15453.0,,8491.0,0.7115,0.5825,596.0,380.0,760.0,1.0,47975.5,0.5845,Great Lakes
Northwestern Michigan College,0.8256,0.0138,0.0421,0.0128,0.018000000000000002,0.0016,0.0283,0.0042,0.0536,0.4934,0.5066,3,1,0.2604,,,,,3,9563.0,,7230.0,0.3166,0.2597,,466.0,540.0,,36066.0,0.5845,Great Lakes
Northwood University,0.6691,0.0971,0.0697,0.0117,0.002,0.0012,0.0251,0.0294,0.0948,0.5924,0.4076,4,2,0.4281,0.7907,520.0,555.0,1081.0,3,,21618.0,6482.0,1.0,0.6282,311.0,69.0,1240.0,1.0,47975.5,0.5845,Great Lakes
Oakland Community College,0.5769,0.1826,0.0513,0.0306,0.0034,0.0018,0.0424,0.0739,0.0371,0.4639,0.5361,2,1,0.3151,,,,,3,2825.0,,9987.0,1.0,0.1198,,2724.0,1450.0,,36066.0,0.5845,Great Lakes
Oakland University,0.7245,0.0799,0.0426,0.0522,0.0028,0.0011,0.0316,0.0219,0.0434,0.4341,0.5659,4,1,0.1623,0.8305,565.0,560.0,1135.0,3,11802.0,,9641.0,0.5058,0.4828,3470.0,307.0,784.0,1.0,47975.5,0.5845,Great Lakes
Olivet College,0.6503,0.2068,0.0539,0.003,0.002,0.002,0.048,0.005,0.028999999999999998,0.5684,0.4316,4,2,0.0523,,,,,3,,21464.0,6121.0,1.0,0.8057,49.0,70.0,1200.0,,47975.5,0.5845,Great Lakes
Port Huron Cosmetology College,0.5102,0.3878,0.0,0.0816,0.0,0.0,0.0,0.0,0.0204,0.0612,0.9388,1,3,0.5714,,,,,3,,9380.0,,,0.3056,,,,,27754.0,0.5845,Great Lakes
Kuyper College,0.6131,0.0292,0.0365,0.0365,0.0073,0.0,0.0438,0.0584,0.1752,0.3504,0.6496,3,2,0.1387,0.62,495.0,470.0,989.0,3,,20716.0,5724.0,0.5,0.5155,6.0,,800.0,1.0,47975.5,0.5845,Great Lakes
Ross Medical Education Center-Lansing,0.6711,0.1053,0.1316,0.0132,0.0,0.0,0.0789,0.0,0.0,0.0526,0.9474,1,3,0.3553,,,,,3,,18479.0,,,0.6889,,,,,27754.0,0.5845,Great Lakes
Ross Medical Education Center-Madison Heights,0.3462,0.4846,0.0462,0.0077,0.0154,0.0,0.0769,0.0,0.0231,0.0615,0.9385,1,3,0.4308,,,,,3,,17443.0,,,0.691,,,,,27754.0,0.5845,Great Lakes
Ross Medical Education Center-Flint,0.3974,0.5298,0.0397,0.0,0.0,0.0066,0.0265,0.0,0.0,0.0927,0.9073,1,3,0.5166,,,,,3,,18758.0,,,0.7044,,,,,27754.0,0.5845,Great Lakes
Sacred Heart Major Seminary,0.7143,0.0278,0.1786,0.0159,0.0,0.0,0.0119,0.0437,0.0079,0.5595,0.4405,4,2,0.7204,1.0,,,,3,,,5759.0,0.4333,0.0375,171.0,27.0,1638.0,2.0,27754.0,0.5845,Great Lakes
Saginaw Valley State University,0.7635,0.0788,0.0481,0.0079,0.0026,0.0001,0.0356,0.0456,0.0176,0.3891,0.6109,4,1,0.1355,0.7312,545.0,540.0,1089.0,3,14248.0,,8536.0,0.5154,0.5985,775.0,267.0,1059.0,1.0,47975.5,0.5845,Great Lakes
Schoolcraft College,0.6398,0.1487,0.0534,0.0425,0.0047,0.0012,0.0363,0.0169,0.0564,0.4606,0.5394,3,1,0.2967,,,,,3,7578.0,,10546.0,0.1861,0.1214,,1221.0,1510.0,,36066.0,0.5845,Great Lakes
Siena Heights University,0.6388,0.1099,0.0735,0.0096,0.0041,0.001,0.039,0.0243,0.0998,0.4154,0.5846,4,2,0.3695,0.7340000000000001,,,,3,,21249.0,6271.0,0.9891,0.6051,234.0,129.0,1000.0,2.0,47975.5,0.5845,Great Lakes
St Clair County Community College,0.7699,0.0375,0.0416,0.0069,0.0186,0.0012,0.0153,0.0012,0.1078,0.3803,0.6197,2,1,0.2193,,,,,3,4892.0,,9062.0,0.3,0.1683,,1125.0,1203.0,,36066.0,0.5845,Great Lakes
Southwestern Michigan College,0.6794,0.1392,0.0528,0.0158,0.0139,0.0013,0.0416,0.0007,0.0554,0.3753,0.6247,2,1,0.1635,,,,,3,8468.0,,6371.0,0.4328,0.2103,,625.0,1722.0,,36066.0,0.5845,Great Lakes
Spring Arbor University,0.7549,0.1055,0.0456,0.0123,0.0054,0.0007,0.0293,0.0014,0.0449,0.3199,0.6801,4,2,0.3228,0.6566,548.0,550.0,1118.0,3,,19183.0,5787.0,0.2697,0.6541,1719.0,145.0,800.0,1.0,47975.5,0.5845,Great Lakes
Michigan Career and Technical Institute,0.8384,0.0758,0.0505,0.0101,0.0,0.0,0.0253,0.0,0.0,0.7828,0.2172,1,1,0.0859,,,,,3,8042.0,,,,0.0,,,0.0,,27754.0,0.5845,Great Lakes
Finlandia University,0.5476,0.054000000000000006,0.0694,0.0103,0.0129,0.0051,0.0488,0.0026,0.2494,0.5116,0.4884,3,2,0.0676,0.7188,505.0,500.0,1012.0,3,,17016.0,5135.0,1.0,0.8421,,25.0,1500.0,1.0,47975.5,0.5845,Great Lakes
Western Michigan University-Thomas M. Cooley Law School,,,,,,,,,,,,4,2,,,,,,3,,,11557.0,0.4519,,1208.0,,,,,0.5845,Great Lakes
Twin City Beauty College,0.7154,0.1098,0.0935,0.0081,0.0081,0.0,0.065,0.0,0.0,0.0325,0.9675,1,3,0.252,,,,,3,,14770.0,,,0.4687,,,,,27754.0,0.5845,Great Lakes
Walsh College,0.8168,0.0531,0.0266,0.0531,0.0028,0.0,0.0126,0.0168,0.0182,0.4909,0.5091,4,2,0.6199,,,,,3,,,8602.0,0.1538,0.3404,1058.0,27.0,,,47975.5,0.5845,Great Lakes
Washtenaw Community College,0.6441,0.1577,0.0703,0.033,0.0041,0.0017,0.0559,0.0191,0.0141,0.4632,0.5368,2,1,0.3739,,,,,3,2441.0,,7922.0,0.2767,0.1906,,2188.0,1012.0,,27754.0,0.5845,Great Lakes
Wayne County Community College District,0.1933,0.6545,0.0163,0.0046,0.0012,0.0013,0.0526,0.0049,0.0713,0.35100000000000003,0.649,2,1,0.4021,,,,,3,5060.0,,7747.0,0.1144,0.1445,,4927.0,1460.0,,36066.0,0.5845,Great Lakes
Wayne State University,0.5603,0.1518,0.0567,0.1119,0.0023,0.0009,0.068,0.0183,0.0298,0.4285,0.5715,4,1,0.1881,0.7314,565.0,555.0,1134.0,3,13965.0,,10822.0,0.5635,0.5012,9181.0,424.0,1246.0,1.0,47975.5,0.5845,Great Lakes
West Shore Community College,0.7784,0.018000000000000002,0.1134,0.0039,0.018000000000000002,0.0013,0.0387,0.0064,0.0219,0.3363,0.6637,2,1,0.2676,,,,,3,3460.0,,8018.0,0.2941,0.11900000000000001,,304.0,1000.0,,36066.0,0.5845,Great Lakes
Paul Mitchell the School-Grand Rapids,0.8043,0.0725,0.0652,0.0072,0.0217,0.0,0.0217,0.0,0.0072,0.028999999999999998,0.971,1,3,0.2029,,,,,3,,12784.0,,,0.5635,,,,,27754.0,0.5845,Great Lakes
Bexley Hall Seabury Western Theological Seminary Federation Inc.,,,,,,,,,,,,4,2,,,,,,3,,,7002.0,,,80.0,,,,,0.5845,Great Lakes
Rogers State University,0.5498,0.0418,0.0632,0.0201,0.1387,0.0016,0.1546,0.0204,0.0097,0.3812,0.6188,4,1,0.2623,,,,,6,16087.0,,5731.0,0.4732,0.4472,36.0,464.0,2400.0,,47975.5,0.5845,Southwest
Anoka Technical College,0.7217,0.1188,0.0489,0.0483,0.0044,0.0,0.0496,0.0,0.0083,0.4841,0.5159,2,1,0.4663,,,,,4,11940.0,,8024.0,0.6022,0.3932,,264.0,1200.0,,27754.0,0.5845,Plains
Anoka-Ramsey Community College,0.6773,0.1183,0.066,0.0662,0.0063,0.0016,0.0521,0.0065,0.0057,0.3791,0.6209,2,1,0.1886,,,,,4,11890.0,,8080.0,0.4679,0.21899999999999997,,3716.0,1200.0,,36066.0,0.5845,Plains
Augsburg University,0.4396,0.1875,0.1204,0.1022,0.0073,0.0012,0.0558,0.0259,0.0602,0.4347,0.5653,4,2,0.1783,0.7616,593.0,588.0,1067.0,4,,24653.0,8394.0,0.4453,0.7845,913.0,37.0,1200.0,5.0,47975.5,0.5845,Plains
Riverland Community College,0.6848,0.0699,0.1611,0.0282,0.004,0.0025,0.0268,0.0094,0.0134,0.4599,0.5401,2,1,0.2814,,,,,4,8893.0,,7915.0,0.5145,0.2112,,1457.0,1600.0,,36066.0,0.5845,Plains
Bemidji State University,0.8304,0.0251,0.0324,0.012,0.0304,0.001,0.0396,0.0204,0.0087,0.4313,0.5687,4,1,0.2363,0.649,,,1105.0,4,15868.0,,8780.0,0.6066,0.5288,407.0,474.0,890.0,1.0,47975.5,0.5845,Plains
Central Lakes College-Brainerd,0.8533,0.0468,0.0277,0.0087,0.0156,0.0,0.0404,0.0029,0.0046,0.457,0.5429999999999999,2,1,0.1607,,,,,4,12514.0,,8079.0,0.6148,0.2177,,2626.0,1000.0,,36066.0,0.5845,Plains
Carleton College,0.5777,0.0484,0.0833,0.091,0.001,0.0,0.0731,0.109,0.0165,0.4906,0.5094,3,2,0.0028,0.1913,710.0,740.0,1457.0,4,,31133.0,12514.0,0.8587,0.433,,50.0,866.0,1.0,47975.5,0.5845,Plains
Concordia College at Moorhead,0.8319,0.0269,0.0253,0.0176,0.0057,0.001,0.0171,0.0393,0.0352,0.43200000000000005,0.568,4,2,0.0129,0.6837,562.0,588.0,1188.0,4,,23029.0,7634.0,0.6935,0.6705,32.0,77.0,800.0,1.0,47975.5,0.5845,Plains
Concordia University-Saint Paul,0.5923,0.1188,0.0667,0.098,0.0044,0.0026,0.0419,0.0415,0.0339,0.3872,0.6128,4,2,0.3926,0.9811,,,,4,,16245.0,6203.0,0.272,0.5805,2012.0,380.0,2000.0,3.0,47975.5,0.5845,Plains
Dakota County Technical College,0.6716,0.094,0.0978,0.0365,0.0043,0.0009,0.0484,0.0043,0.0422,0.5852,0.4148,2,1,0.3687,,,,,4,11063.0,,7966.0,0.4627,0.3151,,326.0,1200.0,,27754.0,0.5845,Plains
Martin Luther College,0.9215,0.0142,0.0167,0.0103,0.0013,0.0013,0.0129,0.0206,0.0013,0.4775,0.5225,4,2,0.14,0.8383,593.0,603.0,1219.0,4,,19703.0,4626.0,0.8478,0.4791,137.0,80.0,800.0,1.0,47975.5,0.5845,Plains
Lake Superior College,0.8404,0.0299,0.0331,0.0159,0.0127,0.0006,0.047,0.0108,0.0095,0.4612,0.5388,2,1,0.2547,,,,,4,13503.0,,7775.0,0.3983,0.2689,,2084.0,1500.0,,36066.0,0.5845,Plains
Cosmetology Careers Unlimited College of Hair Skin and Nails,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,0.4286,,,,,4,,10704.0,,,0.65,,,,,27754.0,0.5845,Plains
Minnesota State Community and Technical College,0.7338,0.1224,0.0463,0.0249,0.0153,0.0008,0.0493,0.003,0.0041,0.4236,0.5764,2,1,0.2443,,,,,4,10818.0,,8010.0,0.5658,0.33299999999999996,,2434.0,1960.0,,36066.0,0.5845,Plains
Minnesota West Community and Technical College,0.6484,0.1025,0.12,0.0396,0.0108,0.0,0.0221,0.013000000000000001,0.0436,0.4926,0.5074,2,1,0.3397,,,,,4,11952.0,,7797.0,0.4934,0.2365,,1655.0,1200.0,,27754.0,0.5845,Plains
Gustavus Adolphus College,0.7824,0.0333,0.0527,0.0536,0.0009,0.0014,0.0405,0.0311,0.0041,0.4054,0.5946,3,2,0.0045,0.6924,,,,4,,19093.0,7182.0,0.8097,0.6037,,17.0,900.0,2.0,47975.5,0.5845,Plains
Hamline University,0.6157,0.0986,0.10300000000000001,0.0884,0.002,0.0005,0.064,0.0073,0.0205,0.3706,0.6294,4,2,0.0575,0.6773,565.0,565.0,1135.0,4,,20866.0,7599.0,0.5514,0.6629,1316.0,40.0,690.0,1.0,47975.5,0.5845,Plains
Hazelden Betty Ford Graduate School of Addiction Studies,,,,,,,,,,,,4,2,,,,,,4,,,7415.0,,,142.0,,,,,0.5845,Plains
Hennepin Technical College,0.5022,0.2362,0.0847,0.122,0.0047,0.0008,0.0376,0.0047,0.006999999999999999,0.6471,0.3529,2,1,0.4947,,,,,4,11796.0,,8039.0,0.5381,0.2894,,1035.0,2000.0,,27754.0,0.5845,Plains
Hibbing Community College,0.8076,0.0633,0.043,0.0051,0.0139,0.0025,0.0519,0.0038,0.0089,0.4329,0.5671,2,1,0.2814,,,,,4,10207.0,,7879.0,0.5068,0.40700000000000003,,244.0,1050.0,,36066.0,0.5845,Plains
Aveda Institute-Minneapolis,0.7029,0.09,0.0607,0.0335,0.0084,0.0126,0.09,0.0,0.0021,0.0502,0.9498,1,3,0.2322,,,,,4,,16580.0,,,0.4977,,,,,27754.0,0.5845,Plains
Inver Hills Community College,0.6077,0.1319,0.1348,0.0542,0.0051,0.0004,0.0516,0.0084,0.0059,0.3938,0.6062,2,1,0.2882,,,,,4,11486.0,,8102.0,0.4545,0.2378,,1462.0,1200.0,,36066.0,0.5845,Plains
Itasca Community College,0.7548,0.1263,0.0294,0.0015,0.0132,0.0,0.0514,0.0162,0.0073,0.5404,0.4596,2,1,0.146,,,,,4,11449.0,,8019.0,0.3784,0.3297,,381.0,840.0,,36066.0,0.5845,Plains
Luther Seminary,,,,,,,,,,,,4,2,,,,,,4,,,6521.0,1.0,,459.0,,,,,0.5845,Plains
Macalester College,0.5685,0.0423,0.08800000000000001,0.0789,0.0029,0.001,0.0673,0.1472,0.0038,0.4199,0.5801,3,2,0.0029,0.3227,700.0,715.0,1415.0,4,,28426.0,10885.0,0.8346,0.4609,,19.0,1191.0,1.0,47975.5,0.5845,Plains
South Central College,0.6913,0.1184,0.1218,0.0165,0.0025,0.0004,0.0292,0.0169,0.003,0.4643,0.5357,2,1,0.3117,,,,,4,10175.0,,7987.0,0.5269,0.3307,,410.0,1251.0,,36066.0,0.5845,Plains
Minnesota State University-Mankato,0.7268,0.0536,0.0521,0.036000000000000004,0.0031,0.0008,0.0354,0.0863,0.0059,0.47600000000000003,0.524,4,1,0.1021,0.6271,,,1105.0,4,16221.0,,9612.0,0.6948,0.509,1835.0,949.0,1042.0,1.0,47975.5,0.5845,Plains
Mayo Clinic College of Medicine and Science,0.7849,0.0453,0.0189,0.0642,0.0075,0.0,0.0038,0.0151,0.0604,0.23399999999999999,0.7659999999999999,4,2,0.3358,0.2952,,,,4,,,,,0.3318,885.0,,200.0,3.0,27754.0,0.5845,Plains
Mesabi Range College,0.7387,0.1088,0.0297,0.0014,0.0339,0.0014,0.0579,0.0028,0.0254,0.5056,0.4944,2,1,0.2929,,,,,4,10166.0,,8007.0,0.4915,0.2955,,313.0,1000.0,,27754.0,0.5845,Plains
University of Minnesota-Twin Cities,0.6527,0.0519,0.0457,0.1044,0.0024,0.0007,0.043,0.0835,0.0158,0.4677,0.5323,4,1,0.0794,0.5674,655.0,715.0,1337.0,4,17740.0,,12186.0,0.8196,0.3851,16162.0,3798.0,1000.0,1.0,47975.5,0.5845,Plains
University of Minnesota-Crookston,0.7265,0.0647,0.0424,0.031,0.0131,0.0005,0.0294,0.0451,0.0473,0.4742,0.5258,3,1,0.3212,0.6844,,,,4,10952.0,,7992.0,0.9129999999999999,0.35200000000000004,,929.0,1000.0,2.0,47975.5,0.5845,Plains
Minneapolis College of Art and Design,0.6662,0.0487,0.0888,0.0888,0.0186,0.0043,0.0315,0.0244,0.0287,0.298,0.7020000000000001,4,2,0.0748,0.585,600.0,530.0,1134.0,4,,28717.0,7802.0,0.2516,0.8543,87.0,11.0,3060.0,1.0,47975.5,0.5845,Plains
Minneapolis Community and Technical College,0.3699,0.3194,0.1376,0.0535,0.0127,0.0009,0.0702,0.0261,0.0097,0.4427,0.5573,2,1,0.4005,,,,,4,12376.0,,8168.0,0.4338,0.2893,,1259.0,1400.0,,36066.0,0.5845,Plains
Herzing University-Minneapolis,0.4436,0.2237,0.0525,0.1187,0.0078,0.0,0.037000000000000005,0.0019,0.1148,0.1206,0.8794,3,2,0.6226,0.7931,,,,4,,19396.0,6737.0,0.2235,0.846,1.0,,,2.0,47975.5,0.5845,Plains
Minnesota School of Cosmetology-Woodbury Campus,0.503,0.1976,0.1317,0.1198,0.012,0.0,0.006,0.0,0.0299,0.0299,0.9701,1,3,0.3952,,,,,4,,15894.0,,,0.6654,,,,,27754.0,0.5845,Plains
University of Minnesota-Duluth,0.8373,0.0219,0.034,0.0395,0.0058,0.0006,0.034,0.0136,0.0132,0.527,0.473,4,1,0.0377,0.7489,605.0,630.0,1172.0,4,17067.0,,8611.0,0.8238,0.5376,1011.0,1006.0,1200.0,1.0,47975.5,0.5845,Plains
University of Minnesota-Morris,0.5636,0.0271,0.0636,0.0229,0.0793,0.0,0.16,0.0757,0.0079,0.4229,0.5771,3,1,0.0587,0.5672,600.0,565.0,1201.0,4,11412.0,,7445.0,0.9231,0.4685,,99.0,800.0,1.0,47975.5,0.5845,Plains
Model College of Hair Design,0.7722,0.0506,0.1013,0.038,0.0,0.0,0.038,0.0,0.0,0.038,0.9620000000000001,1,3,0.2405,,,,,4,,10915.0,,,0.8207,,,,,27754.0,0.5845,Plains
Minnesota State University Moorhead,0.7979999999999999,0.040999999999999995,0.0324,0.0147,0.0086,0.0005,0.0437,0.0529,0.0084,0.3989,0.6011,4,1,0.1798,0.6538,590.0,485.0,1105.0,4,16893.0,,9149.0,0.6368,0.564,1074.0,253.0,1000.0,1.0,47975.5,0.5845,Plains
North Hennepin Community College,0.3921,0.2588,0.0995,0.1631,0.0018,0.0002,0.0539,0.0244,0.0063,0.4048,0.5952,2,1,0.3024,,,,,4,10284.0,,8082.0,0.4459,0.2488,,1727.0,1000.0,,36066.0,0.5845,Plains
Normandale Community College,0.4935,0.2033,0.1316,0.0871,0.0046,0.0011,0.0558,0.0124,0.0106,0.4526,0.5474,2,1,0.2191,,,,,4,12620.0,,8112.0,0.4661,0.19899999999999998,,2730.0,1000.0,,36066.0,0.5845,Plains
North Central College,0.6555,0.045,0.1555,0.0345,0.0004,0.0008,0.0337,0.0314,0.0431,0.4659,0.5341,4,2,0.0459,0.5364,570.0,575.0,1161.0,3,,24786.0,8552.0,0.5032,0.6475,273.0,37.0,1200.0,1.0,47975.5,0.5845,Great Lakes
