School,white,black,hispanic,asian,aian,nhpi,tom,ntr,unk,men,women,highest_degree,ownership,over_25,admissions_rate,sat_mid_reading,sat_mid_math,sat_mid_overall,region,avg_cost_public,avg_cost_private,faculy_salary,ft_faculty_rate,federal_loan_rate,grad_students,undergrads_non_degree_seeking,booksupply_cost,test_requirements,ten_yrs_after_entry_earnings,completion_rate
Capital Area School of Practical Nursing,0.5276,0.4173,0.0157,0.0236,0,0,0.0157,0,0,0.0709,0.9291,1,1,0.6378,,,,,3,,,,,0.8723,,,,,27754,0.5845
Empire Beauty School-Bloomfield,0.0426,0.6277,0.117,0.0106,0,0,0.0319,0,0.1702,0.0638,0.9362,1,3,0.4043,,,,,2,,15490,,,0.5028,,,,,27754,0.5845
Southwest Technology Center,0.5212,0.0554,0.2443,0.0065,0.013,0.0098,0.1173,0,0.0326,0.5179,0.4821,1,1,0.1792,,,,,6,7670,,,,0,,,,,27754,0.5845
Nossi College of Art,0.7087,0.1974,0.0421,0.0162,0.0065,0,0.0129,0,0.0162,0.3916,0.6084,3,3,0.2945,0.5022,,,,5,,21995,5833,0.0952,0.703,,,700,2,47975.5,0.5845
Pima Medical Institute-Seattle,0.5962,0.0381,0.1334,0.1161,0.0069,0.0104,0.0953,0,0.0035,0.2184,0.7816,2,3,0.643,,,,,8,,25955,6060,0.3378,0.2837,,,,,27754,0.5845
Mineral County Vocational Technical Center,0.9444,0,0,0,0,0.0556,0,0,0,0.0556,0.9444,1,1,0.4444,,,,,5,2592,,,,0,,,,3,27754,0.5845
Hypnosis Motivation Institute,0.6557,0.0656,0.1311,0.0328,0.0328,0,0.082,0,0,0.2459,0.7541,1,2,0.9836,,,,,8,,37254,,,0.7786,,,,,27754,0.5845
Thanh Le College School of Cosmetology,0,0,0.2813,0.7188,0,0,0,0,0,0.0938,0.9063,1,3,0.9375,,,,,8,,23418,,,0,,,,,27754,0.5845
Southeastern Technical College,0.6109,0.2516,0.1055,0.0031,0.0016,0,0.018,0.0094,0,0.2313,0.7688,2,1,0.2845,,,,,5,2556,,4738,0.5547,0,,692,2100,,27754,0.5845
Massachusetts School of Law,,,,,,,,,,,,4,2,,,,,,1,,,12730,0.3696,,283,,,,,0.5845
Alliance Career Center,0.8182,0.1818,0,0,0,0,0,0,0,0.2182,0.7818,1,1,0.4545,,,,,3,9163,,,,0.8678,,,,,27754,0.5845
Erwin Technical College,0.2244,0.2861,0.3835,0.0197,0.0049,0.0037,0.0481,0,0.0296,0.4871,0.5129,1,1,0.4969,,,,,5,10845,,,,0,,,,,27754,0.5845
Rosel School of Cosmetology,0.2571,0.0429,0.0143,0.6143,0,0,0,0.0714,0,0.0143,0.9857,1,3,0.8143,,,,,3,,5238,,,0,,,,,27754,0.5845
Worsham College of Mortuary Science,0.7034,0.161,0.0932,0.0085,0.0169,0,0.0169,0,0,0.3305,0.6695,2,3,0.5339,,,,,3,,,4583,,0.7158,,,1200,,36066,0.5845
Oregon College of Oriental Medicine,,,,,,,,,,,,4,2,,,,,,8,,,6857,0.0909,,229,,,,,0.5845
Central Pennsylvania Institute of Science and Technology,0.9563,0.0188,0.0125,0.0125,0,0,0,0,0,0.5438,0.4563,2,1,0.2875,0.8977,,,,2,10891,,5735,1,0.4639,,,,3,27754,0.5845
Northwest Educational Center,0.0362,0.2262,0.6833,0.0045,0,0,0.0226,0.0181,0.009,0.0769,0.9231,1,3,0.2805,,,,,6,,8279,,,0,,,,,27754,0.5845
Sebring Career Schools-Houston,0.0341,0.0114,0.0455,0.8864,0,0.0114,0.0114,0,0,0.1023,0.8977,1,3,0.8864,,,,,6,,12193,,,0.006,,,,,27754,0.5845
PCI Health Training Center,0.0559,0.2308,0.6713,0.0233,0,0,0.0163,0,0.0023,0.0793,0.9207,1,3,0.3357,,,,,6,,18422,,,0.8197,,,,,27754,0.5845
Hamrick School,0.4381,0.3714,0.0857,0.0381,0,0,0.0381,0,0.0286,0.9333,0.0667,1,3,0.8762,,,,,3,,,,,0.4373,,,,,27754,0.5845
Fortis College,0.2926,0.5922,0.0207,0.0115,0.0069,0,0.0438,0,0.0323,0.2166,0.7834,1,3,0.3571,,,,,5,,17636,,,0.6884,,,,,27754,0.5845
Fortis College,0.2926,0.5922,0.0207,0.0115,0.0069,0,0.0438,0,0.0323,0.2166,0.7834,1,3,0.3571,,,,,5,,22099,4583,0.2083,0.6307,,,,,27754,0.5845
Fortis College,0.2926,0.5922,0.0207,0.0115,0.0069,0,0.0438,0,0.0323,0.2166,0.7834,1,3,0.5615,,,,,6,,17636,,,0.6884,,,,,27754,0.5845
Fortis College,0.2926,0.5922,0.0207,0.0115,0.0069,0,0.0438,0,0.0323,0.2166,0.7834,1,3,0.5615,,,,,6,,22099,4583,0.2083,0.6307,,,,,27754,0.5845
Downey Adult School,0.0701,0.0392,0.7537,0.0832,0.0294,0.0049,0.0179,0,0.0016,0.155,0.845,1,1,0.5383,,,,,8,8593,,,,0,,,,,27754,0.5845
CRU Institute of Cosmetology and Barbering,0.0769,0.0769,0.6,0.1077,0.0615,0.0769,0,0,0,0.7692,0.2308,1,3,0.5538,,,,,8,,16708,,,0.4867,,,,,27754,0.5845
Modern Technology School,0.3263,0.0316,0.2632,0.1474,0.0105,0.0421,0.0526,0.0316,0.0947,0.3684,0.6316,1,3,0.5789,,,,,8,,19741,,,0.4632,,,,,27754,0.5845
National Career Education,0.3705,0.1295,0.3068,0.0841,0.0227,0.0091,0.0455,0,0.0318,0.6114,0.3886,2,3,0.5273,,,,,8,,27150,4683,0.3226,0.4745,,,,,27754,0.5845
North-West College-Glendale,0.1948,0.013,0.6688,0.0065,0.0065,0.0065,0.0195,0.0065,0.0779,0.1039,0.8961,1,3,0.4156,,,,,8,,24843,,,0.7664,,,,,27754,0.5845
Fremont College,0.0838,0.2304,0.466,0.1047,0,0,0.0366,0,0.0785,0.3037,0.6963,3,3,0.712,,,,,8,,22551,5565,0.0789,0.8127,,,,,36066,0.5845
Pomona Unified School District Adult and Career Education,0.0877,0.0789,0.7632,0.0526,0,0,0.0175,0,0,0.2632,0.7368,1,1,0.529,,,,,8,6287,,,,0,,24,,,27754,0.5845
Universal College of Beauty Inc-Los Angeles 2,0,0.9259,0.0741,0,0,0,0,0,0,0.037,0.963,1,3,0.5185,,,,,8,,14082,,,0,,,,,27754,0.5845
IBMC College,0.5882,0.0168,0.3754,0.0056,0,0.0028,0.0112,0,0,0.1008,0.8992,2,3,0.3137,,,,,7,,23127,4121,0.2639,0.8988,,,0,,27754,0.5845
Avalon School of Cosmetology-Aurora,0.3538,0.1538,0.3692,0.0231,0.0231,0,0.0231,0,0.0538,0.0615,0.9385,1,3,0.4231,,,,,7,,11872,,,0.575,,,,,27754,0.5845
Elite Cosmetology Barber & Spa Academy,0.1546,0.0206,0.6804,0,0.1237,0.0206,0,0,0,0.4021,0.5979,1,3,0.567,,,,,8,,16934,,,0.3886,,,,,27754,0.5845
Fortis College-Smyrna,0.1441,0.6476,0.1399,0.0112,0.0028,0,0.0406,0,0.014,0.3483,0.6517,2,3,0.4881,,,,,5,,19205,4701,0.1639,0.6061,,,1016,,27754,0.5845
Ross College-Quad Cities,0.5185,0.2778,0.0926,0.0185,0,0,0.0926,0,0,0.037,0.963,2,3,0.5926,,,,,4,,19590,2344,,0.7064,,,,,27754,0.5845
Pivot Point Academy,0.557,0.2025,0.2025,0,0,0,0.0253,0,0.0127,0.0886,0.9114,1,3,0.2278,,,,,3,,12332,,,0.507,,,,,27754,0.5845
Blalock's Professional Beauty College,0.0667,0.9333,0,0,0,0,0,0,0,0.0667,0.9333,1,3,0.4,,,,,5,,15708,,,1,,,,,27754,0.5845
Diesel Driving Academy-Baton Rouge,0.1776,0.7991,0.0093,0.0047,0,0,0.0093,0,0,0.8458,0.1542,1,3,0.743,,,,,5,,13590,,,0.5028,,,,,27754,0.5845
New England Hair Academy,0.5,0.1284,0.2162,0.0473,0,0,0.1014,0,0.0068,0.4122,0.5878,1,3,0.5405,,,,,1,,18560,,,0,,,,,27754,0.5845
Rob Roy Academy-Worcester,0.6563,0.0688,0.2438,0,0,0,0.0313,0,0,0.4688,0.5313,1,3,0.575,,,,,1,,22072,,,0.4432,,,,,27754,0.5845
Upper Cape Cod Regional Technical School,0.7356,0.1034,0.023,0.0115,0.0115,0,0.1034,0,0.0115,0.0345,0.9655,1,1,0.7471,0.6087,,,,1,21230,,,,0.7717,,,,3,27754,0.5845
All-State Career-Baltimore,0.1158,0.7465,0.0359,0.014,0.012,0,0.012,0,0.0639,0.505,0.495,1,3,0.6108,,,,,2,,14813,,,0.6494,,,,,27754,0.5845
Adler Graduate School,,,,,,,,,,,,4,2,,,,,,4,,,5798,0.3036,,309,,,,,0.5845
Academy of Hair Design-Jackson,0.129,0.8226,0.0484,0,0,0,0,0,0,0.7581,0.2419,1,3,0.5323,,,,,5,,17095,,,0.7763,,,,,27754,0.5845
KC's School of Hair Design,0.8636,0.1364,0,0,0,0,0,0,0,0.0227,0.9773,1,3,0.1364,,,,,5,,12564,,,0.6032,,,,,27754,0.5845
Lincoln Technical Institute-Moorestown,0.2083,0.4645,0.1358,0.0108,0.0015,0,0.0293,0,0.1497,0.1636,0.8364,1,3,0.5494,,,,,2,,25844,,,0.8641,,,,,27754,0.5845
MCVSD,0.3077,0.3462,0.3077,0.0192,0,0,0.0192,0,0,0.1346,0.8654,1,1,0.4615,,,,,2,23091,,,,0.1852,,,,,27754,0.5845
Continental School of Beauty Culture-Olean,0.9375,0,0,0,0,0,0.0625,0,0,0.0625,0.9375,1,3,0.5625,,,,,2,,25198,,,0.7627,,,,,27754,0.5845
National Tractor Trailer School Inc-Buffalo,0.5619,0.3143,0.0952,0.019,0.0095,0,0,0,0,0.8667,0.1333,1,3,0.7714,,,,,2,,18789,,,0.5862,,,,,27754,0.5845
Yeshiva Gedolah Imrei Yosef D'spinka,1,0,0,0,0,0,0,0,0,1,0,3,2,0.1288,,,,,2,,7217,5369,,0,,,200,,47975.5,0.5845
Knox County Career Center,0.8777,0.0319,0.0266,0.0106,0.0053,0,0,0,0.0479,0.2979,0.7021,1,1,0.633,,,,,3,16879,,,,0.2958,,,,,27754,0.5845
Madison Adult Career Center,0.7573,0.1553,0.0194,0.0097,0,0,0.0583,0,0,0.233,0.767,1,1,0.7282,,,,,3,16383,,,,0.2139,,,,,27754,0.5845
Remington College-Cleveland Campus,0.1176,0.7279,0.0637,0.0221,0.0025,0,0.0662,0,0,0.2696,0.7304,2,2,0.6495,,,,,3,,20027,2842,,0.6867,,,0,,27754,0.5845
Toledo Academy of Beauty Culture-East,0.381,0.4762,0.0238,0,0,0,0.119,0,0,0,1,1,3,0.5952,,,,,3,,8018,,,0.3137,,,,,27754,0.5845
U S Grant Joint Vocational School,1,0,0,0,0,0,0,0,0,0.2857,0.7143,1,1,0.5,,,,,3,,,,,0,,,,,27754,0.5845
Chisholm Trail Technology Center,0.4375,0.0625,0.2708,0,0,0,0.1042,0,0.125,0.5208,0.4792,1,1,0.0327,,,,,6,1546,,,,0,,166,,,27754,0.5845
Gordon Cooper Technology Center,0.5789,0.0044,0.0307,0,0.1316,0.0132,0.1404,0,0.1009,0.6579,0.3421,1,1,0.0801,,,,,6,3731,,,,0,,683,,,27754,0.5845
Kiamichi Technology Center-McAlester,0.5399,0.0478,0.0797,0.0068,0.2073,0.0023,0.0569,0,0.0592,0.4487,0.5513,1,1,0.3713,,,,,6,7780,,,,0,,,,,27754,0.5845
YTI Career Institute-Altoona,1,0,0,0,0,0,0,0,0,0.0909,0.9091,2,3,0.3636,,,,,2,,,5667,,0.9048,,,,,36066,0.5845
Eastern Center for Arts and Technology,0.3158,0.6447,0.0132,0.0263,0,0,0,0,0,0.1053,0.8947,1,1,0.8026,0.9167,,,,2,21707,,,,0.61,,,,3,27754,0.5845
Empire Beauty School-Center City Philadelphia,0.0207,0.7676,0.0788,0.0124,0,0,0.0166,0,0.1037,0.0539,0.9461,1,3,0.4191,,,,,2,,16376,,,0.6149,,,,,27754,0.5845
CEM College-Humacao,0,0,1,0,0,0,0,0,0,0.2719,0.7281,3,3,0.3088,,,,,9,,7373,2700,0.0606,0.2672,,,974,,47975.5,0.5845
Colegio Mayor de Tecnologia Inc,0,0,1,0,0,0,0,0,0,0.6176,0.3824,1,3,0.1912,,,,,9,,11735,,,0,,,,,27754,0.5845
Institucion Chaviano de Mayaguez,0,0,1,0,0,0,0,0,0,0.3803,0.6197,1,3,0.4789,,,,,9,,5392,,,0,,,,,27754,0.5845
Liceo de Arte-Dise-O y Comercio,0,0,1,0,0,0,0,0,0,0.2601,0.7399,1,3,0.5055,,,,,9,,,,,0,,,250,,27754,0.5845
Universal Technology College of Puerto Rico,0,0.0043,0.9957,0,0,0,0,0,0,0.4638,0.5362,3,2,0.4553,,,,,9,,5535,1778,0.2537,0,,,,,27754,0.5845
Academy of Hair Technology,0.2947,0.5263,0.0842,0.0632,0.0211,0.0105,0,0,0,0.0421,0.9579,1,3,0.6211,,,,,5,,14888,,,0.3254,,,,,27754,0.5845
Mr Wayne's School of Unisex Hair Design,0.963,0,0.037,0,0,0,0,0,0,0.2963,0.7037,1,3,0.1852,,,,,5,,14874,,,0.5106,,,,,27754,0.5845
Queen City College,0.2222,0.6496,0.0598,0.0256,0,0.0085,0.0342,0,0,0.3761,0.6239,1,3,0.6154,,,,,5,,6197,,,0.3698,,,,,27754,0.5845
College of the Marshall Islands,0.002,0,0,0.0061,0,0.9898,0.002,0,0,0.4731,0.5269,3,1,0.1838,,,,,9,3152,,2224,0.6706,0,,,600,,36066,0.5845
Remington College-Fort Worth Campus,0.2441,0.4471,0.2613,0.0043,0.0043,0.0022,0.0367,0,0,0.2808,0.7192,2,2,0.5918,,,,,6,,21204,2999,,0.604,,,0,,27754,0.5845
Nuvani Institute,0.2143,0.1429,0.6429,0,0,0,0,0,0,0.1429,0.8571,1,3,0.2857,,,,,6,,11188,,,0.9,,,,,27754,0.5845
Texas College of Cosmetology-Abilene,0.7397,0.0274,0.2329,0,0,0,0,0,0,0.0274,0.9726,1,3,0.2329,,,,,6,,10951,,,0,,,,,27754,0.5845
Centura College-Newport News,0.1899,0.5028,0.0335,0.0056,0.0056,0.0168,0.1173,0,0.1285,0.4246,0.5754,2,3,0.6648,,,,,5,,24889,4526,,0.5873,,,3975,,36066,0.5845
Centura College-Norfolk,0.1455,0.5939,0.0424,0,0,0,0.0727,0,0.1455,0.2364,0.7636,2,3,0.4303,,,,,5,,22427,5230,,0.7349,,,3975,,27754,0.5845
Virginia Beach City Public Schools School of Practical Nursing,0.4063,0.3125,0.1875,0.0313,0,0,0.0625,0,0,0.0938,0.9063,1,1,0.3167,,,,,5,2150,,,,0,,28,,,27754,0.5845
University of Washington-Bothell Campus,0.3507,0.072,0.1009,0.3102,0.0039,0.0047,0.0626,0.0805,0.0144,0.5167,0.4833,4,1,0.1761,0.7414,560,580,1147,8,11060,,11241,0.6391,0.2677,563,18,900,1,47975.5,0.5845
University of Washington-Tacoma Campus,0.3899,0.0931,0.1514,0.2053,0.0074,0.014,0.0848,0.0335,0.0206,0.4826,0.5174,4,1,0.2528,0.8731,545,540,1081,8,10817,,10457,0.7771,0.3757,741,23,900,1,47975.5,0.5845
Huntington School of Beauty Culture,0.8763,0.0619,0,0.0206,0.0103,0.0103,0.0206,0,0,0.0206,0.9794,1,3,0.299,,,,,5,,8078,,,0,,,,,27754,0.5845
Valley College-Beckley,0.8889,0.0741,0.0093,0.0093,0,0,0.0185,0,0,0.0833,0.9167,1,3,0.4444,,,,,5,,17668,,,0.7569,,,,,27754,0.5845
Valley College-Martinsburg,0.7514,0.1664,0.0256,0,0,0,0.0402,0,0.0165,0.1188,0.8812,2,3,0.6234,,,,,5,,22393,4680,0.25,0.6782,,,,,27754,0.5845
Bellus Academy-Poway,0.4516,0.0591,0.2581,0.0726,0.0108,0.0134,0.0995,0,0.0349,0.0914,0.9086,1,3,0.4274,,,,,8,,26675,,,0.4974,,,,,27754,0.5845
Capstone College,0.322,0.0678,0.5763,0.0339,0,0,0,0,0,1,0,1,3,0.678,,,,,8,,14314,,,0.8132,,,,,27754,0.5845
Central Coast College,0.0381,0.0085,0.9068,0.0169,0,0.0169,0.0042,0,0.0085,0.0381,0.9619,2,3,0.2458,,,,,8,,20647,5654,0.2105,0.2908,,,,,27754,0.5845
Pacific College of Oriental Medicine-New York,0.2935,0.1304,0.1902,0.0924,0,0,0.0815,0.0054,0.2065,0.1793,0.8207,4,3,0.8491,,,,,2,,28032,5723,0.0879,0.4255,426,48,1682,,36066,0.5845
Artistic Nails and Beauty Academy-Tampa,0.1207,0.3707,0.4483,0,0,0,0.0603,0,0,0.3793,0.6207,1,3,0.5517,,,,,5,,9755,,,0.4908,,,,,27754,0.5845
National Aviation Academy of Tampa Bay,0.5549,0.1273,0.2114,0.0362,0.0035,0.0047,0.0526,0.0047,0.0047,0.9322,0.0678,1,3,0.4393,,,,,5,,26887,,,0.7111,,,,,27754,0.5845
Madison Oneida BOCES-Practical Nursing Program,0.6984,0.2222,0.0476,0.0159,0,0,0.0159,0,0,0.0476,0.9524,1,1,0.5873,0.9,,,,2,19580,,,,0.8611,,,,3,27754,0.5845
Center for Advanced Legal Studies,0.358,0.2922,0.321,0.0123,0.0041,0.0123,0,0,0,0.0988,0.9012,2,3,0.8765,,,,,6,,15625,4769,,0.5668,,,,,27754,0.5845
Houston Training School-Main Campus,0.0183,0.3028,0.6789,0,0,0,0,0,0,0.0275,0.9725,1,3,0.5229,,,,,6,,4524,,,0,,,,,27754,0.5845
Bay Mills Community College,0.3542,0.0173,0.0194,0.0022,0.6069,0,0,0,0,0.2311,0.7689,2,1,0.5832,,,,,3,7833,,5127,0.2239,0,,48,700,,27754,0.5845
Fond du Lac Tribal and Community College,0.5667,0.1175,0.0368,0.0105,0.1737,0,0.0912,0,0.0035,0.4509,0.5491,2,1,0.1752,,,,,4,9399,,7809,0.3077,0.1635,,1131,1200,,36066,0.5845
Northwest Indian College,0.0306,0.0115,0.0688,0.0038,0.8088,0.0057,0.0688,0,0.0019,0.3002,0.6998,3,1,0.6313,,,,,8,8578,,4824,0.3333,0,,71,1032,,36066,0.5845
AmeriTech College-Provo,0.4138,0,0.4828,0,0,0,0.1034,0,0,0.1034,0.8966,1,3,0.3448,,,,,7,,20067,,,0.75,,,,3,27754,0.5845
Paul Mitchell the School-Provo,0.3467,0,0.06,0,0,0.0333,0.0267,0,0.5333,0.0733,0.9267,1,3,0.18,,,,,7,,12264,,,0.522,,,,,27754,0.5845
CET-Coachella,0.0253,0,0.9494,0.0253,0,0,0,0,0,0.7468,0.2532,1,2,0.2278,,,,,8,,4963,,,0.2692,,,,,27754,0.5845
CET-Oxnard,0.0561,0.028,0.8972,0.0093,0,0,0.0093,0,0,0.4299,0.5701,1,2,0.3271,,,,,8,,12315,,,0.2673,,,,,27754,0.5845
CET-Santa Maria,0.037,0.0074,0.9481,0,0,0,0.0074,0,0,0.237,0.763,1,2,0.163,,,,,8,,10491,,,0.2326,,,,,27754,0.5845
Colorado School of Traditional Chinese Medicine,,,,,,,,,,,,4,3,,,,,,7,,,,,,95,,,,,0.5845
Michigan College of Beauty-Troy,0.4401,0.4531,0.0259,0.0162,0.0032,0,0.0291,0,0.0324,0.0227,0.9773,1,3,0.534,,,,,3,,15672,,,0.6606,,,,,27754,0.5845
Ogle School Hair Skin Nails-Dallas,0.1254,0.4075,0.326,0.0031,0.0439,0.0031,0.0533,0,0.0376,0.0345,0.9655,1,3,0.4734,,,,,6,,17271,,,0.5921,,,,,27754,0.5845
Phoenix Seminary,,,,,,,,,,,,4,2,,,,,,6,,,5049,0.75,,266,,,,,0.5845
Colorado School of Healing Arts,0.7945,0.0411,0.0822,0.0137,0,0,0.0548,0.0137,0,0.2192,0.7808,1,3,0.6164,,,,,7,,36961,,,0.1842,,,1397,,27754,0.5845
Mt. Diablo Adult Education-Mt. Diablo USD,0.3178,0.1008,0.4186,0.155,0.0078,0,0,0,0,0.2558,0.7442,1,1,0.5736,,,,,8,15824,,,,0,,,,,27754,0.5845
Greater Lowell Technical School,0.3291,0.557,0.1013,0.0127,0,0,0,0,0,0.1519,0.8481,1,1,0.7848,0.8182,,,,1,20341,,,,0.4375,,,,3,27754,0.5845
Academy of Hair Design-Pearl,0.5741,0.3889,0.037,0,0,0,0,0,0,0.0185,0.9815,1,3,0.3519,,,,,5,,18334,,,0.6575,,,,,27754,0.5845
Genesis Career College-Lebanon,0.5556,0.2407,0.1481,0,0,0,0.0185,0,0.037,0,1,1,3,0.463,,,,,5,,14529,,,0.7324,,,,,27754,0.5845
Southwest Collegiate Institute for the Deaf,0.2121,0.1515,0.4697,0.0152,0,0,0.0303,0.1212,0,0.6212,0.3788,2,1,0.1818,,,,,6,947,,5456,1,0.0805,,,1655,,27754,0.5845
Midwest College of Oriental Medicine-Racine,0.9412,0.0588,0,0,0,0,0,0,0,0.0588,0.9412,4,3,0.9412,,,,,3,,,5167,,0.6667,47,,,,27754,0.5845
Hacienda La Puente Adult Education,0.1047,0.0283,0.6921,0.1034,0.0099,0.0406,0.0099,0,0.0111,0.4717,0.5283,2,1,0.7537,,,,,8,3294,,6914,0.6591,0,,,,,27754,0.5845
La Belle Beauty Academy,0.01,0.0033,0.9867,0,0,0,0,0,0,0.0532,0.9468,1,3,0.8239,,,,,5,,17321,,,0.1169,,,,,27754,0.5845
Hawaii Community College,0.13,0.0046,0.1897,0.1482,0.002,0.0789,0.4021,0.0223,0.0223,0.4047,0.5953,2,1,0.3315,,,,,8,11430,,8226,0.5934,0.0623,,638,1058,,36066,0.5845
Robert Fiance Beauty Schools-North Plainfield,0.2963,0.2,0.3778,0.0444,0.0074,0,0.0296,0.0222,0.0222,0.2519,0.7481,1,3,0.5481,,,,,2,,28479,,,0.3538,,,,,27754,0.5845
Long Island Beauty School-Hauppauge,0.5882,0.086,0.1719,0.0271,0.0045,0,0.0498,0.0271,0.0452,0.0136,0.9864,1,3,0.543,,,,,2,,26542,,,0.3077,,,,,27754,0.5845
Buckeye Joint Vocational School,0.9706,0.0196,0.0098,0,0,0,0,0,0,0.3137,0.6863,1,1,0.3529,,,,,3,5897,,,,0,,,,,27754,0.5845
Sandusky Career Center,0.6667,0.2167,0.0583,0,0,0,0.025,0,0.0333,0.2167,0.7833,1,1,0.65,,,,,3,,,,,0.8165,,,,,27754,0.5845
Central Texas Beauty College-Temple,0.4091,0.2576,0.1742,0.0303,0.0076,0,0.0379,0,0.0833,0.0682,0.9318,1,3,0.4621,,,,,6,,7886,,,0,,,,,27754,0.5845
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,0.5694,0.2917,0.1319,0.0069,0,0,0,0,0,0.1458,0.8542,1,1,0.7569,0.2703,,,,2,13735,,,,0.7831,,,,3,27754,0.5845
Empire Beauty School-Brooklyn,0.1667,0.5682,0.1515,0.0303,0,0.0076,0.0076,0,0.0682,0.0076,0.9924,1,3,0.4394,,,,,2,,16588,,,0.5631,,,,,27754,0.5845
Eastern New Mexico University Ruidoso Branch Community College,0.3923,0.0147,0.3245,0.0029,0.2006,0.0029,0.0324,0,0.0295,0.3451,0.6549,2,1,0.3016,,,,,6,5441,,6158,0.2258,0.086,,334,950,,36066,0.5845
United Education Institute-Ontario,0.0473,0.0694,0.5536,0.0079,0.0032,0.0016,0.0063,0,0.3107,0.4164,0.5836,1,3,0.377,,,,,8,,26003,,,0.777,,,,,27754,0.5845
United Education Institute-Encino,0.1065,0.0639,0.7717,0.0198,0,0.0061,0.003,0,0.0289,0.3881,0.6119,1,3,0.3988,,,,,8,,25470,,,0.7463,,,,,27754,0.5845
Beacon College,0.6635,0.1563,0.0769,0.0457,0.0168,0.0024,0.0264,0.012,0,0.6298,0.3702,3,2,0.0889,0.507,,,,5,,43600,5122,0.9487,0.1075,,,1000,3,47975.5,0.5845
Acupuncture and Integrative Medicine College-Berkeley,,,,,,,,,,,,4,2,,,,,,8,,,,,,93,,,,,0.5845
Estrella Mountain Community College,0.2563,0.0715,0.572,0.0262,0.0117,0.0028,0.0347,0.0016,0.0232,0.3909,0.6091,2,1,0.2331,,,,,6,9200,,9090,1,0.1285,,2227,1464,,36066,0.5845
Heartland Community College,0.6811,0.1325,0.0952,0.0156,0.0012,0.0003,0.054,0.0068,0.0135,0.449,0.551,2,1,0.24,,,,,3,9703,,7400,0.301,0.1371,,1569,900,,36066,0.5845
University of the Potomac-Washington DC Campus,0.1538,0.1795,0,0.1795,0,0,0,0.4872,0,0.2564,0.7436,4,3,0.5385,,,,,2,,28402,2292,1,0.1029,53,,1200,,47975.5,0.5845
Rabbi Jacob Joseph School,0.9452,0,0,0,0,0,0,0.0548,0,1,0,3,2,,0.8667,,,,2,,7733,2917,,0,,,200,3,47975.5,0.5845
The Salon Professional Academy-Melbourne,0.576,0.216,0.16,0.008,0.016,0,0.024,0,0,0.048,0.952,1,3,0.52,,,,,5,,17608,,,0.6471,,,,,27754,0.5845
Albert Einstein College of Medicine,,,,,,,,,,,,4,2,,,,,,2,,,,,,962,,,,,0.5845
San Joaquin Valley College - Atascadero,,,,,,,,,,,,0,3,,,,,,8,,,,,,,,,,,0.5845
Jesuit School of Theology of Santa Clara University,,,,,,,,,,,,0,2,,,,,,8,,,,,,,,,,,0.5845
Thomas Aquinas College - New England,,,,,,,,,,,,0,2,,,,,,1,,,,,,,,,,,0.5845
Wright Institute (The) -,,,,,,,,,,,,0,2,,,,,,8,,,,,,,,,,,0.5845
Colorado Technical University-Denver,,,,,,,,,,,,0,3,,,,,,7,,,,,,,,,,,0.5845
Denver Seminary - Washington DC,,,,,,,,,,,,0,2,,,,,,2,,,,,,,,,,,0.5845
Otero Junior College - La Junta High School,,,,,,,,,,,,0,1,,,,,,7,,,,,,,,,,,0.5845
Three Rivers Community College - Corrigan-Radgowski Correctional Cente,,,,,,,,,,,,0,1,,,,,,1,,,,,,,,,,,0.5845
Three Rivers Community College - York Correctional Institution,,,,,,,,,,,,0,1,,,,,,1,,,,,,,,,,,0.5845
Porter and Chester Institute of Rocky Hill,,,,,,,,,,,,0,3,,,,,,1,,,,,,,,,,,0.5845
Porter and Chester Institute of Enfield,,,,,,,,,,,,0,3,,,,,,1,,,,,,,,,,,0.5845
Porter and Chester Institute of Waterbury,,,,,,,,,,,,0,3,,,,,,1,,,,,,,,,,,0.5845
Porter and Chester Institute of Worcester,,,,,,,,,,,,0,3,,,,,,1,,,,,,,,,,,0.5845
Porter and Chester Institute - New London,,,,,,,,,,,,0,3,,,,,,1,,,,,,,,,,,0.5845
Delaware Technical Community College-Owens,,,,,,,,,,,,0,1,,,,,,2,,,,,,,,,,,0.5845
Delaware Technical Community College-Stanton/Wilmington,,,,,,,,,,,,0,1,,,,,,2,,,,,,,,,,,0.5845
Barry University Law School,,,,,,,,,,,,0,2,,,,,,5,,,,,,,,,,,0.5845
